target_kw,mp_id,donor_mp_id,injected_daily_kwh,injected_peak_kw,night_noise_kwh_slot,recovered,donor_based
0.5,136911,135734,2.4276697635650635,1.1367398500442505,0.0237,1,True
0.5,99224,37255,1.4253736734390259,1.8777947425842285,0.0,0,True
0.5,100701,72042,1.8853048086166382,1.4715145826339722,0.003,0,True
0.5,116338,64501,1.4023463726043701,2.4064137935638428,0.003,0,True
0.5,132786,52540,24.43633270263672,2.213404893875122,0.0089,0,True
0.5,106235,122261,2.123434066772461,1.8377169370651245,0.0193,0,True
0.5,122375,63027,4.322082042694092,1.5441937446594238,0.0,1,True
0.5,139290,135734,2.44071102142334,1.1789727210998535,0.0133,0,True
0.5,56566,64665,2.079124689102173,3.026736259460449,0.0,0,True
0.5,121879,64501,1.5242319107055664,2.191612958908081,0.0074,0,True
0.5,139749,38247,1.5812476873397827,2.7198827266693115,0.0,0,True
0.5,98336,135734,2.0990936756134033,1.1808865070343018,0.0341,0,True
0.5,134077,135734,2.3364381790161133,1.2559894323349,0.0267,1,True
0.5,64048,122261,2.2993571758270264,1.5833361148834229,0.0059,0,True
0.5,86637,64501,1.3064285516738892,2.4732666015625,0.0148,0,True
0.5,43571,72042,1.929226040840149,1.4262586832046509,0.0015,0,True
0.5,132675,64501,1.4056806564331055,2.4916574954986572,0.0059,0,True
0.5,133664,80759,7.365388870239258,1.1345508098602295,0.0504,1,True
0.5,142978,64501,1.219854474067688,3.0761191844940186,0.0074,0,True
0.5,36113,122261,2.33866810798645,1.837716817855835,0.0148,0,True
0.5,114901,53638,82.48499298095703,4.686404705047607,0.0074,1,True
0.5,144892,136990,3.2022721767425537,2.368422031402588,0.0,0,True
0.5,42140,124154,8.628935813903809,0.7808300256729126,0.0104,0,True
0.5,137114,64665,2.1288199424743652,3.0294442176818848,0.0,0,True
0.5,43312,135734,2.108802318572998,1.1808865070343018,0.0089,0,True
0.5,40597,136990,3.177645206451416,2.368000030517578,0.0044,0,True
0.5,144213,39692,4.384421348571777,1.310600757598877,0.0059,0,True
0.5,91023,124154,8.519450187683105,0.7749566435813904,0.0311,0,True
0.5,121469,94429,1.3020219802856445,2.38075590133667,0.0193,0,True
0.5,89263,134329,5.200949668884277,0.9998626708984375,0.0133,0,True
0.5,51261,38247,2.104520320892334,2.607572317123413,0.0208,0,True
0.5,138369,63027,4.321218013763428,1.5413239002227783,0.046,1,True
0.5,135456,94429,1.4164350032806396,2.3931612968444824,0.003,0,True
0.5,95138,64665,2.2104992866516113,2.976818799972534,0.0074,0,True
0.5,46224,52540,12.173811912536621,2.7294392585754395,0.0089,0,True
0.5,141596,63027,4.323141574859619,1.5441937446594238,0.0133,1,True
0.5,82945,72042,1.8898171186447144,1.4262585639953613,0.0163,0,True
0.5,142213,64501,1.2477011680603027,2.473266839981079,0.0074,0,True
0.5,87134,136990,3.2471935749053955,2.2311556339263916,0.0074,0,True
0.5,145295,80759,7.142189979553223,1.1835333108901978,0.0059,0,True
0.5,91024,80759,7.813150882720947,1.1968733072280884,0.0163,1,True
0.5,79484,134329,4.832722187042236,1.1461248397827148,0.0015,0,True
0.5,88974,122261,2.0934038162231445,2.3607192039489746,0.0178,0,True
0.5,119269,136990,3.1205806732177734,2.3930370807647705,0.0059,0,True
0.5,99611,63027,4.347349166870117,1.5441937446594238,0.0297,1,True
0.5,118947,52540,20.187824249267578,2.408358573913574,0.0148,0,True
0.5,111646,72042,1.814102053642273,1.4715145826339722,0.0119,0,True
0.5,54820,136990,3.338935613632202,2.2595930099487305,0.0015,0,True
0.5,116088,122261,2.119600296020508,1.9867825508117676,0.0178,0,True
0.5,137235,52540,20.839275360107422,2.03110408782959,0.0726,0,True
0.5,133665,89745,2.5510873794555664,2.348757028579712,0.0341,0,True
0.5,61600,39692,4.313211441040039,1.2898437976837158,0.0334,1,True
0.5,36022,129791,11.571127891540527,0.8316550254821777,0.003,0,True
0.5,143761,80759,7.668578147888184,1.1022228002548218,0.0,0,True
0.5,91094,89745,2.359863519668579,2.7722387313842773,0.0163,0,True
0.5,109393,64665,2.216604471206665,3.023254871368408,0.0133,0,True
0.5,92391,80759,6.722524166107178,1.196873426437378,0.0,1,True
