target_kw,mp_id,donor_mp_id,injected_daily_kwh,injected_peak_kw,night_noise_kwh_slot,recovered,donor_based
0.3,152801,39692,3.8290560245513916,0.36569944024086,0.0089,1,True
0.3,108740,63027,4.269967555999756,0.3074089586734772,0.0119,0,True
0.3,86463,134329,4.306693077087402,0.31410688161849976,0.0104,0,True
0.3,57713,134329,4.030942916870117,0.317458838224411,0.0059,0,True
0.3,37255,130287,1.1081613302230835,0.3005334138870239,0.0015,1,True
0.3,143363,154455,7.282435417175293,0.40722984075546265,0.0148,1,True
0.3,40306,128655,1.7479195594787598,0.3354285955429077,0.0,1,True
0.3,45975,128655,1.7365483045578003,0.3322000205516815,0.0193,1,True
0.3,135101,134329,4.4418768882751465,0.3118168115615845,0.0044,0,True
0.3,48676,94429,1.1747338771820068,0.310533344745636,0.003,1,True
0.3,97973,134329,4.799557685852051,0.31410691142082214,0.0163,0,True
0.3,85829,39692,3.8484270572662354,0.4045253396034241,0.0,1,True
0.3,86608,130287,1.0461289882659912,0.30053335428237915,0.0119,1,True
0.3,115972,46952,2.6529674530029297,0.34875333309173584,0.0059,1,True
0.3,36996,154455,7.758354663848877,0.4421606659889221,0.0193,0,True
0.3,39619,46952,2.143967628479004,0.3511316478252411,0.003,1,True
0.3,54528,94429,1.17776620388031,0.312666654586792,0.0089,1,True
0.3,54506,63027,4.142322540283203,0.30688467621803284,0.003,0,True
0.3,42564,63027,4.277161598205566,0.3074316382408142,0.0148,0,True
0.3,98956,134329,4.432490348815918,0.3174588680267334,0.0104,0,True
0.3,54310,154455,6.728822231292725,0.4007428288459778,0.0104,1,True
0.3,44226,154455,7.343166828155518,0.4421606659889221,0.017,1,True
0.3,150147,46952,2.2254838943481445,0.3567720651626587,0.0059,1,True
0.3,39749,130287,1.0315160751342773,0.3005334138870239,0.0074,1,True
0.3,38241,94429,1.176708459854126,0.3123999834060669,0.0159,1,True
0.3,117851,63027,4.1376776695251465,0.3074089288711548,0.0163,0,True
0.3,144150,46952,2.4414515495300293,0.3511316180229187,0.0052,1,True
0.3,144891,154455,6.330258369445801,0.40722981095314026,0.0074,1,True
0.3,42735,128655,1.6409999132156372,0.3354285955429077,0.0089,1,True
0.3,46633,134329,4.433656692504883,0.31410688161849976,0.0074,1,True
0.3,126705,72042,1.7227741479873657,0.30941125750541687,0.0,1,True
0.3,85104,39692,3.6706290245056152,0.3597840666770935,0.0015,1,True
0.3,159411,63027,4.273322105407715,0.3074316680431366,0.0163,0,True
0.3,93082,130287,1.076483964920044,0.2990000247955322,0.0104,1,True
0.3,137648,128655,1.7131775617599487,0.33885717391967773,0.0104,1,True
0.3,42224,39692,3.7807164192199707,0.3878689706325531,0.0,1,True
0.3,49541,63027,3.868741989135742,0.3077148199081421,0.0074,0,True
0.3,89262,63027,4.135483741760254,0.3071593642234802,0.0119,0,True
0.3,36788,130287,1.0561612844467163,0.29742857813835144,0.0059,1,True
0.3,164455,128655,1.6854356527328491,0.3357999920845032,0.0252,1,True
0.3,165539,154455,7.186661243438721,0.40722984075546265,0.0148,1,True
0.3,136911,130287,1.0363225936889648,0.29975003004074097,0.0178,1,True
0.3,99224,94429,1.1535322666168213,0.3121333122253418,0.0,1,True
0.3,100701,128655,1.6696292161941528,0.33885714411735535,0.003,1,True
0.3,116338,130287,1.1067097187042236,0.2994286119937897,0.0044,1,True
0.3,132786,134329,4.050400733947754,0.3160741329193115,0.0074,1,True
0.3,106235,128655,1.7114355564117432,0.3357999920845032,0.0089,1,True
0.3,122375,122261,2.0130646228790283,0.3052727282047272,0.0,1,True
0.3,139290,130287,1.077903389930725,0.30053338408470154,0.0163,1,True
0.3,56566,63027,4.0041937828063965,0.3074089586734772,0.0,0,True
0.3,121879,128655,1.5523710250854492,0.33885717391967773,0.0163,1,True
0.3,139749,94429,1.1689515113830566,0.3136249780654907,0.0,1,True
0.3,152163,122261,2.1970322132110596,0.3117145299911499,0.0104,1,True
0.3,98336,154455,7.041402816772461,0.43666213750839233,0.0015,1,True
0.3,134077,63027,4.283290386199951,0.3074089288711548,0.0282,1,True
0.3,64048,39692,3.950798749923706,0.39038825035095215,0.0089,1,True
0.3,86637,63027,4.13245153427124,0.3075826168060303,0.0148,0,True
0.3,43571,154455,8.248467445373535,0.5103327035903931,0.0015,0,True
0.3,132675,130287,1.0480321645736694,0.2990000247955322,0.0104,1,True
0.3,156399,134329,4.255497455596924,0.3160741329193115,0.0089,1,True
0.3,133664,39692,3.6049513816833496,0.3597840666770935,0.0341,1,True
0.3,142978,72042,1.7412257194519043,0.30941128730773926,0.0074,1,True
0.3,170785,130287,1.1202256679534912,0.30053335428237915,0.0163,1,True
0.3,36113,128655,1.5897258520126343,0.3369999825954437,0.0148,1,True
0.3,114901,94429,1.1685000658035278,0.3136249780654907,0.0074,1,True
0.3,170545,94429,1.1952581405639648,0.31612494587898254,0.0119,1,True
0.3,154557,46952,2.251225709915161,0.3487533628940582,0.0074,1,True
0.3,144892,130287,1.0769354104995728,0.2994286119937897,0.0,1,True
